MolWt,HeavyAtomCount,HeavyAtomMolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRadicalElectrons,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,Logp,TPSA,QED,gap
210.40499999999994,15,180.16499999999996,0,0,0,5,90,0,1,1,0,1,0,0,0,1,0,5.563300000000005,0.0,0.5208292583242531,9.772455
210.40499999999994,15,180.16499999999996,0,0,0,8,90,0,1,1,0,1,0,0,0,1,0,5.2751000000000055,0.0,0.47839856947241116,9.748009
240.47499999999994,17,204.18699999999995,0,0,0,1,104,0,1,1,0,1,0,0,0,1,0,6.589500000000007,0.0,0.48477798451161025,9.73838
182.35099999999997,13,156.14299999999997,0,0,0,5,78,0,1,1,0,1,0,0,0,1,0,4.783100000000005,0.0,0.5365511728299727,9.736602
238.45899999999997,17,204.18699999999995,0,0,0,1,102,0,1,1,0,1,0,0,0,1,0,6.199400000000007,0.0,0.5099921375784241,9.732974
160.27599999999998,11,139.10799999999998,0,0,1,5,68,0,0,0,0,0,0,0,0,0,0,3.9509000000000034,0.0,0.570928394103033,9.728599
182.35099999999997,13,156.14299999999997,0,0,0,1,78,0,1,1,0,1,0,0,0,1,0,4.639000000000005,0.0,0.5539875732883266,9.689471
180.33499999999995,13,156.14299999999997,0,0,0,2,76,0,2,2,0,2,0,0,0,2,0,4.2489000000000035,0.0,0.5957224754733109,9.624526
210.40499999999994,15,180.16499999999996,0,0,0,5,90,0,1,1,0,1,0,0,0,1,0,5.563300000000005,0.0,0.5208292583242531,9.622313
224.43199999999993,16,192.17599999999996,0,0,0,9,96,0,1,1,0,1,0,0,0,1,0,5.9534000000000065,0.0,0.4242514797467411,9.617
284.528,20,244.20799999999994,1,0,1,14,122,0,0,0,0,0,0,0,0,0,0,6.462000000000008,9.23,0.3324401125568987,9.577014
238.41499999999994,17,208.17499999999995,1,1,1,4,100,0,3,3,0,3,0,0,0,3,0,4.391600000000005,20.23,0.7200995909498887,9.554421
196.37799999999996,14,168.15399999999997,0,0,0,0,84,0,1,1,0,1,0,0,0,1,0,5.029100000000005,0.0,0.5095657526195364,9.528654
224.43199999999996,16,192.17599999999996,0,0,0,6,96,0,1,1,0,1,0,0,0,1,0,5.809300000000006,0.0,0.3943629425118717,9.521616
182.35099999999997,13,156.14299999999997,0,0,0,6,78,0,1,1,0,1,0,0,0,1,0,4.639000000000005,0.0,0.5611622748365263,9.515126
208.38899999999995,15,180.16499999999996,0,0,0,5,88,0,2,2,0,2,0,0,0,2,0,5.173200000000005,0.0,0.5465072924016626,9.500523
264.49699999999996,19,228.20899999999995,0,0,0,5,112,0,2,2,0,2,0,0,0,2,0,6.445400000000007,0.0,0.395430839394433,9.495445
254.50199999999995,18,216.19799999999995,0,0,0,10,110,0,0,0,0,0,0,0,0,0,0,6.691400000000008,0.0,0.4071174990597634,9.477817
242.44699999999995,17,208.17499999999995,1,1,1,13,104,0,0,0,0,0,0,0,0,0,0,5.315900000000006,20.23,0.43355870299480337,9.448509
196.37799999999996,14,168.15399999999997,0,0,0,6,84,0,1,1,0,1,0,0,0,1,0,5.173200000000005,0.0,0.5138534993413274,9.398696
238.41499999999996,17,208.17499999999995,1,0,1,5,100,0,2,2,0,2,0,0,0,2,0,4.654000000000004,9.23,0.6769488446785944,9.374161
182.35099999999997,13,156.14299999999997,0,0,0,4,78,0,1,1,0,1,0,0,0,1,0,4.494900000000004,0.0,0.6004686035518959,9.371406
174.23999999999998,12,156.09599999999998,3,0,3,5,72,0,1,1,0,0,1,0,0,0,1,1.768,27.69,0.5943857856670337,9.361687
212.37699999999995,15,184.15299999999996,1,1,1,4,90,0,1,1,0,1,0,0,0,1,0,3.713300000000003,20.23,0.7528712102169332,9.3432455
196.33399999999995,14,172.14199999999997,1,0,1,4,82,0,2,2,0,1,1,0,0,1,1,3.629400000000003,9.23,0.6668946755932964,9.338789
240.43099999999993,17,208.17499999999995,1,0,1,6,102,0,1,1,0,1,0,0,0,1,0,5.044100000000006,9.23,0.5906858388767633,9.330958
168.32399999999998,12,144.13199999999998,0,0,0,2,72,0,1,1,0,1,0,0,0,1,0,4.104800000000004,0.0,0.5819561672965488,9.31155
242.44699999999995,17,208.17499999999995,1,0,1,12,104,0,0,0,0,0,0,0,0,0,0,5.578300000000006,9.23,0.40598250315099965,9.299546
226.40399999999994,16,196.16399999999996,1,0,1,5,96,0,1,1,0,1,0,0,0,1,0,4.6524000000000045,9.23,0.66264541469067,9.260845
212.37699999999992,15,184.15299999999996,1,0,1,4,90,0,1,1,0,1,0,0,0,1,0,4.552100000000005,9.23,0.6210555091230636,9.25304
228.37599999999995,16,200.15199999999996,2,0,2,5,96,0,1,1,0,0,1,0,0,0,1,3.7885000000000026,18.46,0.6665357720574789,9.244285
258.44599999999997,18,224.17399999999995,2,0,2,13,110,0,0,0,0,0,0,0,0,0,0,5.162300000000005,18.46,0.3353174204871667,9.222054
214.39299999999997,15,184.15299999999996,1,0,1,9,92,0,0,0,0,0,0,0,0,0,0,4.511500000000004,9.23,0.5484380172983714,9.219351
242.44699999999995,17,208.17499999999995,1,0,1,11,104,0,0,0,0,0,0,0,0,0,0,5.435800000000006,9.23,0.4688294554045375,9.218219
226.40399999999997,16,196.16399999999996,1,0,1,7,96,0,1,1,0,1,0,0,0,1,0,4.798100000000005,9.23,0.6057507374272636,9.205681
242.44699999999997,17,208.17499999999995,1,0,1,12,104,0,0,0,0,0,0,0,0,0,0,5.578300000000006,9.23,0.40598250315099965,9.203111
224.43199999999996,16,192.17599999999996,0,0,0,7,96,0,1,1,0,1,0,0,0,1,0,5.665200000000006,0.0,0.5227947879983137,9.198316
210.40499999999994,15,180.16499999999996,0,0,0,4,90,0,1,1,0,1,0,0,0,1,0,5.563300000000005,0.0,0.5325849174784563,9.196356
214.39299999999994,15,184.15299999999996,1,1,1,10,92,0,0,0,0,0,0,0,0,0,0,4.534100000000004,20.23,0.5295339240461003,9.195616
194.36199999999997,14,168.15399999999997,0,0,0,1,82,0,3,3,0,3,0,0,0,3,0,4.783100000000005,0.0,0.5631133483999693,9.182265
240.43099999999993,17,208.17499999999995,1,1,1,8,102,0,1,1,0,1,0,0,0,1,0,4.781700000000005,20.23,0.6052325551348248,9.170257
184.27899999999997,13,164.11899999999997,2,0,2,4,76,0,2,2,0,2,0,0,0,2,0,2.2264999999999997,18.46,0.6667267753767138,9.160878
214.39299999999997,15,184.15299999999996,1,1,1,10,92,0,0,0,0,0,0,0,0,0,0,4.391600000000005,20.23,0.5346573439945371,9.157076
208.38899999999995,15,180.16499999999996,0,0,0,1,88,0,2,2,0,2,0,0,0,2,0,5.029100000000005,0.0,0.566769719090491,9.157047
198.35,14,172.14199999999997,1,0,1,6,84,0,1,1,0,1,0,0,0,1,0,4.017900000000004,9.23,0.6261439641008488,9.1491165
212.37699999999992,15,184.15299999999996,1,0,1,0,90,0,1,1,0,0,1,0,0,0,1,4.408000000000004,9.23,0.5777613864238725,9.145989
184.32299999999995,13,160.13099999999997,1,0,1,6,78,0,1,1,0,1,0,0,0,1,0,3.629400000000003,9.23,0.5727291237147065,9.141022
212.37699999999995,15,184.15299999999996,1,0,1,9,90,0,1,1,0,1,0,0,0,1,0,4.408000000000004,9.23,0.5499255610717093,9.135775
218.33699999999996,15,192.12899999999996,3,0,3,10,92,0,0,0,0,0,0,0,0,0,0,2.4907000000000004,27.69,0.5636185268390981,9.127629
172.31199999999995,12,148.11999999999998,1,0,1,7,74,0,0,0,0,0,0,0,0,0,0,3.6278000000000024,9.23,0.5328055251329119,9.127298
250.46999999999997,18,216.19799999999995,0,0,0,3,106,0,2,2,0,2,0,0,0,2,0,6.055300000000006,0.0,0.5343814813941405,9.121371
242.44699999999995,17,208.17499999999995,1,0,1,12,104,0,0,0,0,0,0,0,0,0,0,5.435800000000006,9.23,0.41425820786598333,9.117389
